Respondent_ID,Employment_Status,Highest_Education_Level,Age_Group,Current_City_Residence,Monthly_Household_Income_Range_XAF,Household_Size_Supported,Bulk_Food_Purchase_Frequency,Percentage_Income_To_Food,Reduced_Food_Quality_Quantity,Monthly_Food_Spend_XAF,Estimated_Food_Bill_Increase_Percent,Most_Dramatic_Increased_Food_Item,Monthly_Transport_Spend_XAF,Fuel_Prices_Increased_Transport_Cost,Primary_Transportation_Mode,Paid_Transport_Trips_Per_Week,Estimated_5Yr_Transport_Fare_Increase_Percent,Times_Moved_Due_To_Rent,Frequent_Power_Cuts_Extra_Spend,Percentage_Income_To_Rent,Monthly_Rent_XAF,Monthly_Utilities_Combined_XAF,Rent_Increased_Last_2_Years,Skipped_Medical_Treatment_Cost,Schooling_Cost_Increased_3Yrs,Has_Health_Insurance,Average_Monthly_Healthcare_Spend_XAF,School_Fees_Per_Child_Per_Term_XAF,Highest_Burden_Expenditure_Category,Expect_Cost_Of_Living_Increase_5Yrs,Taken_Coping_Measures,Primary_Contributor_To_Cost_Of_Living,Year_Noticeable_Impact
RESP_0534,Employed full-time,Bachelor's Degree,35-44,Buea,"500,001 - 1,000,000 XAF",8,Often,41% - 60%,No,243762,40,Bread,167853,Yes,Moto-taxi,13,68,0,Yes,0%,0,19759,Yes,No,Yes,No,32365,150000,Transportation,Unsure,No,Local currency depreciation,2024
RESP_0535,Student,Primary School,35-44,Garoua,"50,000 - 100,000 XAF",6,Often,20% - 40%,Yes,30598,112,Cooking Oil,15074,Yes,Moto-taxi,11,93,2,Yes,27%,20523,19071,No,Yes,Yes,Yes,32430,50000,Healthcare,Yes,No,Global market crisis / Import costs,2023
RESP_0536,Student,PhD / Doctorate,35-44,Yaoundé,"Under 50,000 XAF",4,Always,Under 20%,Yes,19117,123,Onions/Tomato,5294,Yes,Moto-taxi,13,82,1,Yes,30%,12292,8212,Yes,No,Yes,No,17455,600000,Transportation,Yes,No,Climate change / Poor harvests,2021
RESP_0537,Employed part-time,High School / Baccalauréat,45-54,Buea,"Under 50,000 XAF",3,Never,20% - 40%,Yes,20694,117,Cooking Oil,6967,No,Shared Taxi,13,37,1,Yes,27%,11063,6009,No,No,Yes,No,9408,350000,Housing/Rent,Yes,Yes,Local currency depreciation,2025
RESP_0538,Unemployed,Bachelor's Degree,55+,Yaoundé,"50,000 - 100,000 XAF",3,Never,Above 60%,Yes,35529,132,Rice,11486,Yes,Bus / Coaster,14,95,3+,Yes,33%,24827,33640,Yes,Yes,Yes,No,5515,0,Education,Yes,No,Government taxes,2023
RESP_0539,Unemployed,Bachelor's Degree,18-24,Douala,"Above 1,000,000 XAF",1,Often,20% - 40%,No,246152,45,Onions/Tomato,90145,Yes,Personal Car,2,29,0,Yes,0%,0,12452,No,No,No,No,44239,600000,Transportation,Yes,No,Climate change / Poor harvests,2024
RESP_0540,Unemployed,High School / Baccalauréat,55+,Kribi,"Under 50,000 XAF",3,Rarely,20% - 40%,Yes,17668,97,Meat/Fish,9575,Yes,Moto-taxi,11,49,3+,Yes,0%,0,12253,Yes,Yes,Yes,No,40947,50000,Housing/Rent,Yes,No,Fuel price hikes,2023
RESP_0541,Student,Master's Degree,25-34,Bafoussam,"100,001 - 250,000 XAF",4,Rarely,41% - 60%,Yes,84560,91,Meat/Fish,26095,Yes,Shared Taxi,2,18,3+,Yes,22%,41192,13232,No,Yes,No,No,3403,0,Food,Yes,No,Government taxes,2025
RESP_0542,Self-employed/Entrepreneur,High School / Baccalauréat,45-54,Bamenda,"Above 1,000,000 XAF",6,Often,41% - 60%,Yes,358146,100,Rice,181365,Yes,Moto-taxi,2,84,2,Yes,0%,0,5813,No,No,Yes,No,47166,50000,Transportation,Yes,Yes,Government taxes,2023
RESP_0543,Self-employed/Entrepreneur,Secondary School,35-44,Buea,"Under 50,000 XAF",1,Often,Under 20%,Yes,19031,69,Meat/Fish,4789,Yes,Bus / Coaster,2,92,3+,Yes,37%,15152,33912,No,Yes,No,No,31350,600000,Healthcare,Yes,No,Fuel price hikes,2023
RESP_0544,Student,Bachelor's Degree,55+,Garoua,"500,001 - 1,000,000 XAF",6,Sometimes,20% - 40%,Yes,269202,111,Plantains/Cassava,133310,Yes,Shared Taxi,9,27,1,Yes,42%,321652,5502,Yes,No,Yes,No,25435,350000,Utilities (Water/Electricity),Unsure,No,Climate change / Poor harvests,2022
RESP_0545,Student,PhD / Doctorate,55+,Maroua,"250,001 - 500,000 XAF",2,Often,Above 60%,Yes,167469,30,Bread,82649,Yes,Bus / Coaster,7,62,1,Yes,42%,148584,29951,No,Yes,Yes,No,3200,350000,Transportation,Yes,No,Local currency depreciation,2025
RESP_0546,Unemployed,Primary School,55+,Buea,"250,001 - 500,000 XAF",2,Rarely,20% - 40%,Yes,139208,149,Rice,45414,Yes,Shared Taxi,11,55,1,Yes,27%,94882,32620,Yes,Yes,Yes,No,20963,600000,Education,Yes,Yes,Climate change / Poor harvests,2024
RESP_0547,Retired,Primary School,25-34,Buea,"50,000 - 100,000 XAF",8,Always,Under 20%,Yes,34196,37,Cooking Oil,13842,Yes,Moto-taxi,12,78,0,Yes,23%,17775,19824,Yes,Yes,Yes,No,38524,600000,Transportation,Yes,Yes,Fuel price hikes,2024
RESP_0548,Employed full-time,Master's Degree,45-54,Buea,"Above 1,000,000 XAF",3,Never,41% - 60%,Yes,402313,147,Rice,119209,Yes,Bus / Coaster,7,66,3+,Yes,21%,160921,32681,No,No,No,No,21434,25000,Healthcare,No,Yes,Fuel price hikes,2022
RESP_0549,Employed part-time,Bachelor's Degree,35-44,Bamenda,"500,001 - 1,000,000 XAF",4,Always,41% - 60%,Yes,439653,59,Cooking Oil,173210,Yes,Moto-taxi,14,17,1,Yes,41%,314316,13867,No,No,Yes,No,5809,25000,Education,No,Yes,Government taxes,2024
RESP_0550,Employed part-time,High School / Baccalauréat,25-34,Maroua,"250,001 - 500,000 XAF",7,Never,20% - 40%,Yes,190181,133,Bread,82751,Yes,Moto-taxi,10,15,1,No,33%,115877,26927,No,Yes,Yes,No,14147,50000,Education,Yes,No,Global market crisis / Import costs,2025
RESP_0551,Unemployed,Bachelor's Degree,55+,Douala,"Above 1,000,000 XAF",5,Rarely,20% - 40%,Yes,406191,76,Cooking Oil,96920,Yes,Personal Car,6,41,3+,No,29%,220585,25248,Yes,No,No,No,2453,0,Transportation,Yes,No,Local currency depreciation,2024
RESP_0552,Unemployed,Master's Degree,45-54,Douala,"Under 50,000 XAF",8,Never,41% - 60%,Yes,19022,76,Meat/Fish,7355,Yes,Bus / Coaster,9,31,1,No,40%,16287,21695,Yes,Yes,No,No,37343,50000,Housing/Rent,Yes,Yes,Global market crisis / Import costs,2020
RESP_0553,Unemployed,PhD / Doctorate,25-34,Yaoundé,"50,000 - 100,000 XAF",7,Always,20% - 40%,Yes,41242,62,Rice,13865,Yes,Shared Taxi,14,82,1,Yes,0%,0,28625,Yes,No,Yes,No,39067,25000,Housing/Rent,Yes,Yes,Fuel price hikes,2022
RESP_0554,Employed full-time,Primary School,45-54,Bafoussam,"Above 1,000,000 XAF",8,Never,20% - 40%,Yes,363888,111,Plantains/Cassava,117296,Yes,Bus / Coaster,4,97,2,Yes,23%,174117,34202,No,No,Yes,No,6443,150000,Education,Yes,No,Government taxes,2022
RESP_0555,Self-employed/Entrepreneur,PhD / Doctorate,35-44,Bafoussam,"Under 50,000 XAF",2,Never,20% - 40%,Yes,19283,115,Cooking Oil,5154,Yes,Bus / Coaster,4,47,1,Yes,43%,17302,30898,No,Yes,Yes,Yes,6549,0,Food,Yes,No,Government taxes,2023
RESP_0556,Employed full-time,Master's Degree,18-24,Buea,"Above 1,000,000 XAF",2,Sometimes,Above 60%,Yes,247329,31,Rice,87005,Yes,Shared Taxi,12,49,0,Yes,43%,327222,19482,No,Yes,Yes,Yes,34324,0,Healthcare,Yes,Yes,Fuel price hikes,2025
RESP_0557,Student,Primary School,25-34,Buea,"Above 1,000,000 XAF",4,Sometimes,Under 20%,Yes,415512,31,Plantains/Cassava,76865,Yes,Shared Taxi,11,38,3+,Yes,31%,233681,34530,No,Yes,Yes,No,10088,0,Healthcare,Yes,No,Local currency depreciation,2021
RESP_0558,Employed full-time,Master's Degree,18-24,Douala,"250,001 - 500,000 XAF",3,Sometimes,Under 20%,Yes,133721,79,Meat/Fish,75150,Yes,Moto-taxi,4,80,0,Yes,25%,89603,13669,No,No,No,No,34439,50000,Education,Unsure,No,Global market crisis / Import costs,2022
RESP_0559,Employed part-time,Master's Degree,55+,Buea,"Above 1,000,000 XAF",6,Never,Under 20%,Yes,398551,42,Rice,122631,Yes,Moto-taxi,4,30,0,Yes,34%,255022,33982,Yes,No,Yes,No,6092,50000,Education,Yes,No,Global market crisis / Import costs,2022
RESP_0560,Student,PhD / Doctorate,18-24,Garoua,"50,000 - 100,000 XAF",3,Often,41% - 60%,Yes,37461,47,Rice,15702,Yes,Personal Car,9,18,0,No,39%,29514,29511,Yes,Yes,No,No,11107,150000,Education,Yes,No,Global market crisis / Import costs,2022
RESP_0561,Student,Master's Degree,35-44,Douala,"500,001 - 1,000,000 XAF",1,Never,41% - 60%,Yes,374335,123,Rice,96634,Yes,Shared Taxi,2,59,2,No,29%,217672,9924,No,Yes,Yes,No,18404,350000,Food,Yes,Yes,Local currency depreciation,2020
RESP_0562,Employed part-time,Primary School,18-24,Douala,"Under 50,000 XAF",4,Always,Above 60%,Yes,12341,81,Bread,9538,Yes,Personal Car,9,27,1,Yes,42%,17037,14570,No,Yes,Yes,No,17624,600000,Utilities (Water/Electricity),Unsure,No,Fuel price hikes,2025
RESP_0563,Employed full-time,Master's Degree,45-54,Kribi,"Above 1,000,000 XAF",4,Rarely,Under 20%,Yes,322169,74,Bread,134262,Yes,Moto-taxi,4,28,1,Yes,23%,179874,24248,No,Yes,Yes,No,2350,0,Transportation,Yes,Yes,Government taxes,2022
RESP_0564,Student,High School / Baccalauréat,18-24,Kribi,"500,001 - 1,000,000 XAF",5,Sometimes,Above 60%,Yes,244373,46,Bread,130120,Yes,Shared Taxi,2,76,1,Yes,30%,232330,6390,Yes,No,Yes,No,18805,150000,Transportation,Yes,Yes,Global market crisis / Import costs,2025
RESP_0565,Student,Bachelor's Degree,18-24,Yaoundé,"500,001 - 1,000,000 XAF",5,Always,Above 60%,No,400187,135,Plantains/Cassava,81709,Yes,Bus / Coaster,6,33,3+,No,36%,273148,33382,No,No,Yes,No,34574,50000,Transportation,Yes,Yes,Fuel price hikes,2022
RESP_0566,Self-employed/Entrepreneur,Primary School,35-44,Maroua,"50,000 - 100,000 XAF",8,Never,Above 60%,Yes,44139,132,Meat/Fish,18203,Yes,Bus / Coaster,11,48,3+,Yes,21%,15771,6184,No,Yes,Yes,No,39261,0,Education,Yes,Yes,Local currency depreciation,2025
RESP_0567,Employed part-time,PhD / Doctorate,55+,Buea,"Under 50,000 XAF",8,Never,20% - 40%,Yes,12437,92,Rice,6824,Yes,Personal Car,12,22,1,Yes,30%,12139,28014,Yes,No,Yes,No,19720,600000,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2024
RESP_0568,Retired,PhD / Doctorate,55+,Kribi,"Above 1,000,000 XAF",3,Rarely,Under 20%,Yes,300567,148,Plantains/Cassava,88320,Yes,Personal Car,4,74,3+,Yes,44%,332595,18587,Yes,Yes,No,No,46053,0,Food,Yes,No,Fuel price hikes,2021
RESP_0569,Employed full-time,Secondary School,45-54,Kribi,"Above 1,000,000 XAF",7,Always,Above 60%,Yes,248877,140,Onions/Tomato,90216,No,Personal Car,11,15,2,Yes,34%,256928,28709,No,Yes,Yes,No,4053,0,Food,Yes,Yes,Fuel price hikes,2021
RESP_0570,Employed full-time,PhD / Doctorate,55+,Yaoundé,"100,001 - 250,000 XAF",7,Always,Under 20%,No,89573,55,Onions/Tomato,31307,Yes,Bus / Coaster,9,19,2,Yes,35%,63999,24293,Yes,No,Yes,No,42449,50000,Healthcare,Unsure,Yes,Fuel price hikes,2020
RESP_0571,Employed part-time,Primary School,25-34,Maroua,"500,001 - 1,000,000 XAF",7,Often,Under 20%,Yes,268787,26,Plantains/Cassava,91802,Yes,Bus / Coaster,8,51,0,Yes,24%,182250,22677,No,Yes,Yes,Yes,20705,0,Housing/Rent,Yes,No,Global market crisis / Import costs,2024
RESP_0572,Unemployed,High School / Baccalauréat,25-34,Douala,"50,000 - 100,000 XAF",3,Rarely,41% - 60%,Yes,36987,138,Cooking Oil,13466,Yes,Shared Taxi,2,43,0,Yes,35%,26762,16883,Yes,Yes,Yes,No,9183,150000,Food,Yes,Yes,Climate change / Poor harvests,2025
RESP_0573,Retired,Primary School,18-24,Yaoundé,"250,001 - 500,000 XAF",5,Often,Under 20%,Yes,163224,42,Rice,36940,No,Shared Taxi,4,40,2,No,25%,89294,19218,No,Yes,Yes,No,47596,350000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2021
RESP_0574,Employed full-time,High School / Baccalauréat,35-44,Garoua,"50,000 - 100,000 XAF",5,Rarely,Under 20%,Yes,33352,134,Meat/Fish,8020,Yes,Bus / Coaster,5,38,2,No,28%,21082,9472,Yes,Yes,Yes,No,47951,150000,Healthcare,Yes,Yes,Global market crisis / Import costs,2024
RESP_0575,Self-employed/Entrepreneur,PhD / Doctorate,25-34,Maroua,"50,000 - 100,000 XAF",8,Rarely,Under 20%,No,38248,81,Rice,14823,Yes,Shared Taxi,11,71,2,Yes,36%,27512,18038,Yes,Yes,No,No,32200,50000,Transportation,Yes,No,Government taxes,2023
RESP_0576,Self-employed/Entrepreneur,High School / Baccalauréat,55+,Bamenda,"50,000 - 100,000 XAF",5,Sometimes,Under 20%,Yes,43690,143,Meat/Fish,7562,Yes,Shared Taxi,6,48,1,Yes,0%,0,8495,No,No,Yes,No,23062,600000,Healthcare,Yes,No,Global market crisis / Import costs,2020
RESP_0577,Employed part-time,Master's Degree,45-54,Maroua,"50,000 - 100,000 XAF",2,Often,20% - 40%,Yes,32164,58,Meat/Fish,13957,Yes,Bus / Coaster,2,18,1,Yes,0%,0,8894,Yes,Yes,Yes,No,12920,25000,Transportation,No,Yes,Government taxes,2023
RESP_0578,Self-employed/Entrepreneur,Master's Degree,45-54,Buea,"Above 1,000,000 XAF",7,Always,Under 20%,No,336581,84,Bread,155202,Yes,Moto-taxi,7,99,1,No,21%,159532,25013,No,Yes,Yes,No,7987,150000,Transportation,Yes,Yes,Fuel price hikes,2021
RESP_0579,Employed part-time,Bachelor's Degree,35-44,Douala,"100,001 - 250,000 XAF",8,Always,Above 60%,Yes,90550,107,Cooking Oil,24695,Yes,Shared Taxi,8,95,0,Yes,0%,0,27287,No,Yes,Yes,No,21776,0,Education,Unsure,No,Climate change / Poor harvests,2020
RESP_0580,Self-employed/Entrepreneur,Secondary School,25-34,Bafoussam,"Under 50,000 XAF",7,Always,Above 60%,Yes,16497,119,Rice,9700,Yes,Personal Car,9,30,1,Yes,0%,0,16170,Yes,No,No,No,9864,50000,Healthcare,Yes,No,Climate change / Poor harvests,2020
RESP_0581,Employed part-time,Bachelor's Degree,18-24,Buea,"Under 50,000 XAF",4,Never,Above 60%,No,22634,132,Cooking Oil,4537,Yes,Moto-taxi,7,89,2,Yes,44%,17708,10658,No,No,Yes,No,33040,25000,Healthcare,Yes,Yes,Climate change / Poor harvests,2024
RESP_0582,Employed part-time,High School / Baccalauréat,55+,Douala,"50,000 - 100,000 XAF",6,Often,Under 20%,No,42983,84,Bread,18291,Yes,Personal Car,10,40,2,Yes,34%,25798,6106,No,Yes,Yes,No,36025,0,Healthcare,Yes,Yes,Government taxes,2020
RESP_0583,Unemployed,Master's Degree,45-54,Bafoussam,"50,000 - 100,000 XAF",1,Rarely,Above 60%,Yes,28339,79,Plantains/Cassava,10792,Yes,Shared Taxi,8,79,3+,Yes,28%,21674,14676,Yes,Yes,No,No,37738,150000,Food,Yes,No,Government taxes,2022
RESP_0584,Unemployed,PhD / Doctorate,35-44,Bamenda,"50,000 - 100,000 XAF",2,Often,41% - 60%,Yes,43093,128,Plantains/Cassava,11004,Yes,Bus / Coaster,6,35,2,Yes,36%,27066,22449,Yes,No,Yes,No,33581,25000,Education,Yes,Yes,Climate change / Poor harvests,2023
RESP_0585,Employed full-time,Bachelor's Degree,18-24,Bamenda,"100,001 - 250,000 XAF",5,Rarely,41% - 60%,Yes,93503,90,Cooking Oil,26562,Yes,Bus / Coaster,10,24,1,Yes,28%,50538,29254,No,No,Yes,No,18464,25000,Healthcare,Yes,Yes,Global market crisis / Import costs,2021
RESP_0586,Employed part-time,Bachelor's Degree,35-44,Buea,"250,001 - 500,000 XAF",3,Always,Above 60%,Yes,171783,45,Plantains/Cassava,67039,No,Moto-taxi,8,79,2,Yes,24%,84612,5628,Yes,No,No,No,40684,150000,Education,Yes,No,Fuel price hikes,2024
RESP_0587,Employed full-time,Secondary School,35-44,Douala,"Under 50,000 XAF",3,Rarely,20% - 40%,Yes,15577,51,Meat/Fish,7961,Yes,Personal Car,5,15,1,Yes,42%,17181,19125,Yes,No,Yes,Yes,20010,150000,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2025
RESP_0588,Unemployed,Master's Degree,55+,Maroua,"100,001 - 250,000 XAF",3,Sometimes,Under 20%,Yes,80143,38,Rice,43049,Yes,Shared Taxi,10,43,2,Yes,30%,54562,27640,Yes,No,Yes,No,45062,0,Education,Unsure,Yes,Global market crisis / Import costs,2023
RESP_0589,Student,Bachelor's Degree,18-24,Maroua,"Under 50,000 XAF",6,Never,20% - 40%,No,21335,56,Cooking Oil,7685,Yes,Shared Taxi,5,25,2,Yes,28%,11429,5035,Yes,No,Yes,No,37661,150000,Housing/Rent,Yes,Yes,Global market crisis / Import costs,2022
RESP_0590,Self-employed/Entrepreneur,Primary School,55+,Yaoundé,"100,001 - 250,000 XAF",2,Often,Under 20%,Yes,100940,114,Onions/Tomato,44171,Yes,Moto-taxi,10,48,3+,Yes,38%,68993,33958,Yes,No,Yes,No,40209,0,Education,Yes,No,Government taxes,2021
RESP_0591,Retired,High School / Baccalauréat,35-44,Bafoussam,"Under 50,000 XAF",5,Always,Above 60%,Yes,20648,54,Bread,4064,Yes,Shared Taxi,14,22,3+,No,20%,8283,22899,No,Yes,Yes,No,40244,25000,Housing/Rent,Yes,No,Fuel price hikes,2021
RESP_0592,Unemployed,High School / Baccalauréat,45-54,Yaoundé,"Above 1,000,000 XAF",7,Rarely,Under 20%,No,303275,103,Plantains/Cassava,114057,Yes,Moto-taxi,5,79,1,Yes,43%,324346,33325,No,Yes,Yes,No,8267,600000,Education,Yes,Yes,Local currency depreciation,2020
RESP_0593,Student,PhD / Doctorate,18-24,Kribi,"100,001 - 250,000 XAF",5,Rarely,20% - 40%,Yes,92803,26,Rice,31600,Yes,Shared Taxi,5,87,0,Yes,42%,75851,9672,Yes,No,No,No,17473,350000,Housing/Rent,Yes,No,Global market crisis / Import costs,2025
RESP_0594,Retired,Secondary School,18-24,Garoua,"250,001 - 500,000 XAF",7,Rarely,20% - 40%,Yes,111312,50,Cooking Oil,44923,Yes,Personal Car,4,54,1,Yes,34%,121874,34725,Yes,No,Yes,No,10248,350000,Food,Yes,Yes,Global market crisis / Import costs,2025
RESP_0595,Retired,High School / Baccalauréat,18-24,Maroua,"100,001 - 250,000 XAF",2,Sometimes,Above 60%,Yes,78246,106,Onions/Tomato,33894,No,Personal Car,12,90,3+,Yes,31%,56118,11921,Yes,No,Yes,No,40893,25000,Food,Yes,Yes,Local currency depreciation,2020
RESP_0596,Unemployed,PhD / Doctorate,25-34,Buea,"500,001 - 1,000,000 XAF",7,Always,20% - 40%,Yes,405915,98,Onions/Tomato,88467,Yes,Moto-taxi,2,46,3+,Yes,34%,258604,10087,No,No,Yes,No,28990,600000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2025
RESP_0597,Self-employed/Entrepreneur,High School / Baccalauréat,35-44,Douala,"100,001 - 250,000 XAF",6,Always,20% - 40%,Yes,55890,84,Rice,31991,Yes,Shared Taxi,2,60,0,Yes,36%,65734,17199,No,Yes,Yes,No,10284,150000,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2021
RESP_0598,Employed part-time,PhD / Doctorate,55+,Garoua,"Above 1,000,000 XAF",5,Rarely,Under 20%,Yes,281582,37,Rice,132882,Yes,Personal Car,9,16,3+,Yes,25%,191066,33392,No,Yes,Yes,No,12507,150000,Healthcare,Yes,Yes,Global market crisis / Import costs,2022
RESP_0599,Employed full-time,Secondary School,45-54,Bamenda,"250,001 - 500,000 XAF",1,Always,Under 20%,Yes,125211,147,Rice,76354,Yes,Personal Car,12,93,1,Yes,0%,0,15797,Yes,No,Yes,No,23341,350000,Transportation,Yes,No,Fuel price hikes,2022
RESP_0600,Employed part-time,Primary School,45-54,Maroua,"Under 50,000 XAF",4,Always,20% - 40%,Yes,17239,54,Plantains/Cassava,8573,Yes,Bus / Coaster,5,43,0,No,33%,13325,31104,Yes,No,Yes,No,18808,25000,Housing/Rent,Yes,Yes,Government taxes,2024
RESP_0601,Employed full-time,Bachelor's Degree,45-54,Buea,"100,001 - 250,000 XAF",8,Always,Above 60%,Yes,101367,142,Cooking Oil,34850,Yes,Shared Taxi,6,53,3+,Yes,31%,57007,31778,No,No,Yes,No,15391,600000,Education,Yes,Yes,Fuel price hikes,2025
RESP_0602,Self-employed/Entrepreneur,High School / Baccalauréat,45-54,Maroua,"100,001 - 250,000 XAF",8,Often,41% - 60%,Yes,66331,88,Cooking Oil,42580,Yes,Personal Car,7,78,2,Yes,32%,58389,18454,No,No,No,No,45876,600000,Healthcare,Yes,No,Global market crisis / Import costs,2022
RESP_0603,Employed full-time,Bachelor's Degree,45-54,Bamenda,"Above 1,000,000 XAF",8,Often,Under 20%,Yes,440132,125,Rice,165436,Yes,Moto-taxi,4,93,0,Yes,43%,325658,23667,No,No,Yes,No,26018,150000,Education,No,No,Climate change / Poor harvests,2023
RESP_0604,Employed part-time,PhD / Doctorate,35-44,Buea,"Under 50,000 XAF",2,Always,20% - 40%,Yes,16481,121,Meat/Fish,8292,Yes,Personal Car,12,50,0,Yes,41%,16525,9267,Yes,No,Yes,No,5854,25000,Utilities (Water/Electricity),Yes,Yes,Climate change / Poor harvests,2021
RESP_0605,Retired,High School / Baccalauréat,45-54,Buea,"100,001 - 250,000 XAF",7,Always,41% - 60%,No,104946,116,Cooking Oil,19215,Yes,Shared Taxi,11,56,0,Yes,26%,47889,5064,Yes,Yes,Yes,No,2683,50000,Food,Yes,Yes,Climate change / Poor harvests,2024
RESP_0606,Self-employed/Entrepreneur,Secondary School,55+,Douala,"50,000 - 100,000 XAF",6,Sometimes,20% - 40%,No,41532,58,Meat/Fish,11043,Yes,Moto-taxi,4,42,0,Yes,38%,28921,14298,No,No,Yes,No,3988,0,Education,Yes,No,Climate change / Poor harvests,2022
RESP_0607,Employed part-time,Primary School,25-34,Yaoundé,"250,001 - 500,000 XAF",3,Rarely,Under 20%,Yes,163615,113,Cooking Oil,61327,Yes,Shared Taxi,5,88,2,Yes,0%,0,14232,Yes,Yes,Yes,No,7422,600000,Transportation,No,No,Climate change / Poor harvests,2021
RESP_0608,Student,Secondary School,18-24,Kribi,"Above 1,000,000 XAF",1,Rarely,Under 20%,Yes,262201,50,Cooking Oil,140585,Yes,Bus / Coaster,11,16,2,Yes,37%,283218,19460,Yes,Yes,Yes,No,27609,150000,Food,Yes,Yes,Fuel price hikes,2024
RESP_0609,Unemployed,High School / Baccalauréat,35-44,Bamenda,"Under 50,000 XAF",3,Sometimes,20% - 40%,No,15673,30,Onions/Tomato,7514,No,Bus / Coaster,9,74,3+,Yes,41%,16721,7141,Yes,No,Yes,No,40878,25000,Transportation,Yes,No,Climate change / Poor harvests,2025
RESP_0610,Unemployed,High School / Baccalauréat,35-44,Buea,"500,001 - 1,000,000 XAF",8,Sometimes,20% - 40%,Yes,365747,41,Plantains/Cassava,112722,No,Moto-taxi,13,18,0,Yes,0%,0,32867,Yes,No,Yes,No,25065,150000,Food,Yes,No,Fuel price hikes,2021
RESP_0611,Student,Secondary School,55+,Douala,"250,001 - 500,000 XAF",7,Never,Above 60%,Yes,167418,87,Meat/Fish,54723,Yes,Personal Car,6,91,0,Yes,36%,128673,25596,Yes,No,Yes,No,5800,600000,Housing/Rent,No,Yes,Global market crisis / Import costs,2022
RESP_0612,Employed part-time,Bachelor's Degree,55+,Garoua,"Above 1,000,000 XAF",1,Often,Above 60%,No,390950,136,Cooking Oil,184352,Yes,Moto-taxi,4,57,3+,Yes,29%,220844,8826,No,Yes,Yes,No,37907,50000,Utilities (Water/Electricity),Yes,No,Government taxes,2024
RESP_0613,Employed full-time,Secondary School,45-54,Buea,"250,001 - 500,000 XAF",8,Rarely,41% - 60%,No,163694,45,Plantains/Cassava,56256,Yes,Shared Taxi,9,48,0,Yes,33%,118466,32136,Yes,Yes,No,No,38115,600000,Utilities (Water/Electricity),Unsure,Yes,Global market crisis / Import costs,2020
RESP_0614,Employed full-time,PhD / Doctorate,55+,Kribi,"50,000 - 100,000 XAF",8,Never,41% - 60%,No,34831,133,Meat/Fish,10740,Yes,Bus / Coaster,9,77,1,Yes,22%,17128,31130,No,No,No,No,49083,0,Utilities (Water/Electricity),No,Yes,Global market crisis / Import costs,2024
RESP_0615,Employed part-time,Master's Degree,18-24,Maroua,"Under 50,000 XAF",4,Rarely,41% - 60%,Yes,19838,106,Plantains/Cassava,8607,Yes,Moto-taxi,2,73,0,No,0%,0,31546,No,No,Yes,No,24806,25000,Food,No,No,Fuel price hikes,2021
RESP_0616,Unemployed,High School / Baccalauréat,45-54,Bamenda,"100,001 - 250,000 XAF",3,Never,Under 20%,Yes,71264,117,Plantains/Cassava,22404,Yes,Personal Car,13,57,0,Yes,34%,61224,18746,No,No,Yes,No,30925,350000,Food,Yes,Yes,Fuel price hikes,2024
RESP_0617,Unemployed,Secondary School,18-24,Douala,"Under 50,000 XAF",7,Sometimes,41% - 60%,Yes,19798,33,Bread,7725,Yes,Moto-taxi,5,38,2,Yes,30%,12388,7523,No,No,Yes,No,36823,50000,Transportation,Yes,Yes,Local currency depreciation,2021
RESP_0618,Self-employed/Entrepreneur,High School / Baccalauréat,55+,Buea,"250,001 - 500,000 XAF",5,Always,Above 60%,Yes,110757,138,Cooking Oil,70723,Yes,Shared Taxi,9,68,3+,No,23%,83593,23494,No,Yes,Yes,No,14309,350000,Utilities (Water/Electricity),Yes,No,Government taxes,2020
RESP_0619,Student,Master's Degree,35-44,Bafoussam,"Under 50,000 XAF",5,Rarely,20% - 40%,Yes,21470,92,Rice,5241,Yes,Bus / Coaster,11,34,2,Yes,0%,0,7382,Yes,Yes,Yes,No,28923,150000,Healthcare,Yes,Yes,Local currency depreciation,2021
RESP_0620,Employed full-time,Secondary School,35-44,Garoua,"250,001 - 500,000 XAF",4,Often,Under 20%,No,113680,51,Bread,81724,Yes,Shared Taxi,3,29,1,Yes,28%,100075,21220,Yes,No,Yes,No,22670,50000,Food,Yes,No,Climate change / Poor harvests,2020
RESP_0621,Self-employed/Entrepreneur,Bachelor's Degree,45-54,Kribi,"100,001 - 250,000 XAF",8,Sometimes,Above 60%,Yes,84306,140,Bread,18297,Yes,Shared Taxi,8,21,0,Yes,42%,76412,20266,No,No,Yes,No,18059,600000,Housing/Rent,Yes,Yes,Fuel price hikes,2023
RESP_0622,Self-employed/Entrepreneur,Secondary School,55+,Bamenda,"100,001 - 250,000 XAF",7,Always,Above 60%,Yes,60619,145,Onions/Tomato,24000,Yes,Moto-taxi,11,30,1,Yes,27%,49492,24897,Yes,No,Yes,No,29477,50000,Food,Yes,Yes,Local currency depreciation,2025
